Crop_Year,Decade,log_Area,log_Production,Annual_Rainfall,log_Fertilizer,log_Pesticide,Fertilizer_Per_Ha,Pesticide_Per_Ha,log_Fertilizer_Per_Ha,log_Pesticide_Per_Ha,Production_Per_Rainfall,Crop_enc,Season_enc,State_enc,Rainfall_Category_enc
-0.4166666666666667,0.0,-0.08891918153171349,-0.19006096472089537,-0.3038406827880511,-0.13664511709686805,-0.14072464241494717,-0.7045410254563322,-0.6666664128631312,-0.7299285237743737,-0.6907122207385289,-0.0497895980086964,-0.5,0.0,0.6666666666666666,0.0
-1.0,-1.0,0.14514953404902567,0.036651427137192785,0.8610241820768139,0.0680203062394092,0.18773185992156183,-0.961216137302313,0.4444442751934605,-1.0578969293817535,0.4425760416378235,-0.022046537726798134,0.9230769230769231,0.0,1.0,-2.0
0.25,1.0,0.33390995332819334,0.6990538574778432,-0.7130867709815077,0.37300262147220886,0.3759561211246362,0.1229779769344101,0.4444442753043138,0.10849204544913013,0.44257604174651644,3.5933772701137947,-0.5769230769230769,0.0,0.8666666666666667,-1.0
0.5833333333333334,1.0,0.44405325476735347,0.32583716711660754,-0.4768136557610241,0.4884058742056593,0.5154366952634325,0.17072695377067823,0.8888885504908207,0.1494055411307035,0.8718394876086409,0.49236786009217354,-1.0769230769230769,-1.0,0.6666666666666666,-1.0
-0.9166666666666666,-1.0,-1.2686713133054541,-1.3648010896976033,7.546372688477952,-1.3575025179140814,-1.2272895853796775,-0.8904697317586814,0.2222220746390914,-0.9632187075594111,0.2230034378751803,-0.10590681230969903,-0.23076923076923078,-1.0,0.2,1.0
0.6666666666666666,1.0,0.14773293221832404,0.19274274348974174,1.2104745889046942,0.1953572061943404,0.24003593837104775,0.2523874486717683,1.2222217566791542,0.21789277639075955,1.185520986069719,0.039979923682921734,0.8846153846153846,2.0,-0.8,1.0
0.8333333333333334,1.0,0.146028318124682,0.26261855775346055,-0.07524893314366979,0.21520245272931374,0.2318224848283825,0.5314753457497489,1.1111106878940906,0.43900214482829614,1.0817246473965667,0.24127973524248228,-1.0769230769230769,-1.0,-0.7333333333333333,0.0
0.5,1.0,1.1414558482479442,1.216872180553916,-0.9258890469416783,1.201240075050491,1.1965414935827405,0.2615474564463159,0.6666664129759216,0.22546185962911347,0.6588215979328254,43.738339723694196,-1.0384615384615385,-1.0,0.8666666666666667,-1.0
0.08333333333333333,1.0,0.9342259349598353,1.0834330993718753,0.09971550497866306,1.0041744988581054,0.9120879981253173,0.4213603586099777,-0.3333332061362163,0.3540333933889045,-0.3411780075141122,11.015967293897516,-0.6923076923076923,-1.0,-0.13333333333333333,0.0
-0.6666666666666666,0.0,1.351704350335404,1.6015203386508798,-1.0864864864864865,1.3059281000393175,1.347971200094997,-0.8255700641323999,-0.11111106855120322,-0.8793459674438406,-0.11282219726125917,287.2817215165245,0.9615384615384616,0.0,-0.4,2.0
-0.8333333333333334,-1.0,0.022062894965928833,-0.2607267654084589,-0.1153627311522047,-0.02948164564480903,0.03126781136645557,-0.7476125513505276,-5.70302846809861e-11,-0.7821072237077603,-5.7680264239677513e-11,-0.06933051736784629,0.4230769230769231,0.0,0.06666666666666667,0.0
-0.6666666666666666,0.0,-0.2869461412448504,-0.23770730700742831,1.6001422475106688,-0.3516182928803201,-0.28593413055032907,-0.8255700649969782,-0.1111110695600477,-0.8793459685430353,-0.1128221982896998,-0.086055373823089,0.19230769230769232,-1.0,0.6,1.0
-0.6666666666666666,0.0,0.8705346750636817,0.8142768316628394,-0.5657183499288762,0.8192343746300725,0.8681255007457251,-0.825570064307187,-0.11111106855890322,-0.8793459676660595,-0.11282219726910879,5.251838643111452,-0.34615384615384615,-1.0,0.8666666666666667,-1.0
0.75,1.0,-1.6983372425068572,-1.7773841766713392,-0.2779516358463725,-1.6935020699107943,-1.5752470826272251,0.34515649436133317,0.8888880644487124,0.2935325805083166,0.871839025157742,-0.10591651911706654,0.5384615384615384,-1.0,-0.3333333333333333,0.0
0.0,0.0,-0.03132260840273065,0.43953876240264994,-0.36287339971550486,0.011667854411844121,-0.134902838637096,0.22081465565185113,-1.111110687892037,0.19163042680552497,-1.1704862598341077,0.7952889889449667,-0.6153846153846154,2.0,0.13333333333333333,-1.0
0.08333333333333333,1.0,0.37951693186180957,0.6433475209073399,0.0702702702702704,0.4430928559435589,0.3589191335032407,0.4213603585432252,-0.3333332061912013,0.35403339333653067,-0.34117800757106875,1.5652544389068896,-0.6153846153846154,0.0,-0.9333333333333333,0.0
0.4166666666666667,1.0,0.0057436831674037205,0.16115148108513733,3.1817923186344244,0.041312821630949126,0.06400192538886096,0.12609627723071842,0.6666664125916352,0.1111840328076706,0.6588215975616936,-0.029332169489579507,-0.8461538461538461,2.0,0.2,1.0
0.6666666666666666,1.0,-0.06651360742052793,-0.17816806743724634,2.9576102418207686,-0.02136909272039127,0.026411108748743112,0.2523874484174796,1.222221756329246,0.2178927761803246,1.1855209857440314,-0.08757511524902407,0.5769230769230769,-1.0,0.8,1.0
0.6666666666666666,1.0,-0.9714010335771719,-0.9587048261961519,2.0159317211948795,-0.9380196814230344,-0.8737795573123882,0.25238743121911605,1.222221732663784,0.2178927619479329,1.1855209637167254,-0.10519001498416793,-0.34615384615384615,2.0,-0.06666666666666667,1.0
0.25,1.0,-1.759899425501267,-1.4310447789637157,-0.21237553342816495,-1.782755631622809,-1.6446686285726246,0.12297748718291567,0.44444370132602884,0.10849162243033653,0.442575478952245,-0.10573047734098553,-0.46153846153846156,-1.0,0.4666666666666667,0.0
0.6666666666666666,1.0,0.7859654105968289,0.6271218575464111,-0.6366998577524892,0.8409295355228259,0.8764928509832538,0.25238744884020864,1.222221756910933,0.21789277653015074,1.1855209862854543,2.419145065860064,-0.07692307692307693,-1.0,0.0,-1.0
0.08333333333333333,1.0,0.2515729815985653,0.278914949281359,-0.21564722617354184,0.313676336951892,0.23133894577927616,0.42136035849212927,-0.33333320623328927,0.35403339329644007,-0.34117800761466677,0.3003095550920001,-0.2692307692307692,0.0,1.0,0.0
-0.6666666666666666,0.0,-1.778052973525866,-1.726001579386022,1.6483641536273117,-1.9007066616103796,-1.6844705154234774,-0.825570426200988,-0.1111115938021772,-0.8793464277655928,-0.11282273271483456,-0.1059340360531218,-0.07692307692307693,-1.0,0.26666666666666666,1.0
0.8333333333333334,1.0,-1.352037794434854,-1.3648010896976033,0.492603129445235,-1.3067940634850934,-1.2511612992821555,0.5314752529635649,1.1111105739419882,0.43900207440833877,1.081724540558193,-0.10574592450392013,-0.38461538461538464,1.0,0.4,-2.0
-0.4166666666666667,0.0,0.8099552292476494,0.5966212055373088,-0.2782361308677097,0.7725848256388822,0.755540474970593,-0.7045410251358236,-0.6666664125089468,-0.7299285233900333,-0.6907122203625445,1.5760466329579494,0.5,0.0,0.06666666666666667,0.0
0.8333333333333334,1.0,-0.5104187861399038,-0.4969426707637598,1.6866287339971555,-0.44897985243694505,-0.422483964306336,0.531475343033615,1.1111106845583658,0.4390021427668901,1.0817246442690827,-0.09966752244522141,0.9230769230769231,-1.0,-0.8666666666666667,1.0
-0.6666666666666666,0.0,-0.05158923612968117,-0.11076266829359913,-0.0008534850640112505,-0.11350674252890015,-0.05137386209670668,-0.8255700645672263,-0.11111106893631785,-0.8793459679966642,-0.11282219765385462,-0.04023169992203248,0.6153846153846154,-1.0,-0.7333333333333333,0.0
0.4166666666666667,1.0,0.41862920709575696,0.3078855323547888,-0.8978662873399714,0.4589591204167317,0.47571020158273497,0.12609627748437954,0.6666664129077655,0.11118403302653722,0.6588215978670019,0.7132646270308219,-0.07692307692307693,1.0,0.8666666666666667,-1.0
0.16666666666666666,1.0,1.1026476137077534,1.1360944625788185,0.18079658605974414,1.1766241058174427,1.1578399808070599,0.44884038106409285,0.6666664129752763,0.3755040086343303,0.6588215979322019,13.294218100344526,0.46153846153846156,3.0,-0.2,0.0
-0.6666666666666666,0.0,-0.015330445484559922,-0.16951469097220936,0.6044096728307256,-0.07682721889283035,-0.015227488388759107,-0.8255700645305957,-0.11111106888315299,-0.8793459679500938,-0.1128221975996571,-0.06799109633951454,-0.8076923076923077,-1.0,0.4,-2.0
0.8333333333333334,1.0,-0.03493777106022673,-0.004182094195536314,0.18677098150782387,0.0321429597190143,0.05138077906135404,0.5314753455312717,1.1111106876257757,0.43900214466248194,1.0817246471450022,-0.011526070954637292,0.6538461538461539,-1.0,0.9333333333333333,0.0
-0.6666666666666666,0.0,0.04297072752153767,-0.041977522442633454,0.40455192034139414,-0.01785080724298251,0.04289651089456791,-0.8255700644819667,-0.11111106881257367,-0.879345967888267,-0.1128221975277064,-0.03383074810070907,0.6153846153846154,-1.0,0.3333333333333333,-2.0
-0.75,0.0,0.6815604999800544,0.5478366668693897,-0.2583214793741108,0.6182916805722419,0.6796730815444108,-0.9027480023375744,-0.11111106856931774,-0.9794008745862008,-0.11282219727972576,1.2370385092965568,-1.0769230769230769,-1.0,0.4,0.0
-0.75,0.0,0.841140880364938,0.985104946770094,-1.2345661450924608,0.7797046877644979,0.838812746955628,-0.902748002331433,-0.1111110685600449,-0.9794008745780801,-0.1128221972702722,25.076849508235288,0.9615384615384616,0.0,-0.4666666666666667,2.0
0.4166666666666667,1.0,-0.07243354658018847,-0.22876172280962442,-0.8978662873399714,-0.0377716055728665,-0.013940768376850286,0.12609627711364324,0.6666664124457286,0.1111840327066542,0.6588215974207805,-0.02631647843488823,-0.7307692307692307,0.0,0.8666666666666667,-1.0
0.6666666666666666,1.0,-1.106047522782243,-2.096602027497905,-0.1751066856330013,-1.0752506145810103,-1.006408344088808,0.25238741816956595,1.2222217147072134,0.217892751148862,1.1855209470031334,-0.10595852624730326,-0.3076923076923077,-1.0,-0.6666666666666666,0.0
0.16666666666666666,1.0,1.0222323701715867,0.6661562334935849,-0.5618776671408249,1.0952856525258032,1.0776459280221082,0.44884038265000814,0.6666664129735641,0.3755040098682407,0.6588215979305484,2.7010584219323834,0.9230769230769231,-1.0,0.0,-1.0
0.0,0.0,-0.5213174162517068,-0.036397224469965093,-0.7054054054054052,-0.4841454528706585,-0.6226152055962272,0.22081465325996572,-1.1111106893797718,0.1916304248056893,-1.170486261467405,0.044647677549466344,0.34615384615384615,-1.0,-0.26666666666666666,-1.0
0.5,1.0,-0.09098799006100898,-0.10923648640726552,1.2911806543385496,-0.04538953203962783,-0.032438548617392114,0.2615474561659502,0.6666664124037073,0.22546185939778662,0.6588215973801974,-0.06767778361954403,-1.0769230769230769,-1.0,-0.8,1.0
0.5,1.0,-0.9858146494394715,-1.0020070503608771,-0.43655761024182055,-0.9519459814657747,-0.9218967702315471,0.26154743788373186,0.6666663906219681,0.22546184431320346,0.6588215763440409,-0.10415738922896187,0.9615384615384616,0.0,-0.9333333333333333,-1.0
0.3333333333333333,1.0,-0.8385528423193803,-0.8754258887873559,0.14694167852062615,-0.8243218284641707,-0.8248640733041239,-9.37331636331463e-09,-9.759996497935958e-09,-8.447259717455006e-09,-9.871233835262272e-09,-0.1037772691868564,-0.8076923076923077,-1.0,0.3333333333333333,0.0
